user_id,orders_30d,avg_order_value,last_order_date,segment,segment_month
U005814,1,891.37,2024-01-28,casual,2024-01-01
U005858,2,195.92000000000002,2024-01-28,casual,2024-01-01
U006008,2,604.135,2024-01-19,casual,2024-01-01
U006088,1,565.86,2024-01-08,casual,2024-01-01
U006108,1,288.22,2024-01-22,casual,2024-01-01
U006165,1,1069.14,2024-01-26,casual,2024-01-01
U006170,1,883.99,2024-01-25,casual,2024-01-01
U006222,1,789.09,2024-01-13,casual,2024-01-01
U006285,1,986.55,2024-01-14,casual,2024-01-01
U006330,2,428.57500000000005,2024-01-17,casual,2024-01-01
U006382,1,401.63,2024-01-29,casual,2024-01-01
U006439,1,472.75,2024-01-17,casual,2024-01-01
U006444,1,155.32,2024-01-10,casual,2024-01-01
U006516,1,930.25,2024-01-25,casual,2024-01-01
U006578,1,625.56,2024-01-24,casual,2024-01-01
U006659,1,783.47,2024-01-29,casual,2024-01-01
U006674,1,852.94,2024-01-30,casual,2024-01-01
U006719,1,331.21,2024-01-07,casual,2024-01-01
U006728,1,357.13,2024-01-14,casual,2024-01-01
U006741,1,1073.25,2024-01-25,casual,2024-01-01
U006748,1,935.54,2024-01-25,casual,2024-01-01
U006803,1,650.2,2024-01-26,casual,2024-01-01
U006809,1,242.48,2024-01-20,casual,2024-01-01
U006832,1,917.7,2024-01-20,casual,2024-01-01
U006899,1,223.86,2024-01-23,casual,2024-01-01
U006932,1,315.36,2024-01-27,casual,2024-01-01
U006950,3,691.1899999999999,2024-01-19,casual,2024-01-01
U006977,1,599.42,2024-01-20,casual,2024-01-01
U006989,1,907.66,2024-01-15,casual,2024-01-01
U007008,2,258.735,2024-01-19,casual,2024-01-01
U007027,1,187.97,2024-01-22,casual,2024-01-01
U007090,2,607.3,2024-01-26,casual,2024-01-01
U007101,1,904.06,2024-01-24,casual,2024-01-01
U007144,1,294.28,2024-01-22,casual,2024-01-01
U007282,2,284.68,2024-01-30,casual,2024-01-01
U007438,1,875.54,2024-01-25,casual,2024-01-01
U007481,1,406.26,2024-01-25,casual,2024-01-01
U007497,1,831.51,2024-01-02,casual,2024-01-01
U007520,2,724.22,2024-01-27,casual,2024-01-01
U007530,1,197.97,2024-01-27,casual,2024-01-01
U007614,1,778.44,2024-01-28,casual,2024-01-01
U007636,3,795.8966666666666,2024-01-27,casual,2024-01-01
U007639,2,998.28,2024-01-25,casual,2024-01-01
U007651,2,764.665,2024-01-29,casual,2024-01-01
U007744,1,223.07,2024-01-17,casual,2024-01-01
U007774,1,813.65,2024-01-29,casual,2024-01-01
U007776,1,371.92,2024-01-07,casual,2024-01-01
U007830,1,801.54,2024-01-22,casual,2024-01-01
U007858,2,874.8599999999999,2024-01-30,casual,2024-01-01
U007870,2,640.22,2024-01-24,casual,2024-01-01
U007889,2,845.625,2024-01-22,casual,2024-01-01
U007915,2,629.21,2024-01-26,casual,2024-01-01
U007934,1,645.13,2024-01-28,casual,2024-01-01
U008036,3,430.3066666666667,2024-01-11,casual,2024-01-01
U008097,3,477.92333333333335,2024-01-23,casual,2024-01-01
U008201,2,211.82,2024-01-11,casual,2024-01-01
U008207,1,813.93,2024-01-21,casual,2024-01-01
U008280,3,650.26,2024-01-28,casual,2024-01-01
U008364,1,1160.31,2024-01-08,casual,2024-01-01
U008466,1,715.51,2024-01-07,casual,2024-01-01
U008472,1,798.85,2024-01-29,casual,2024-01-01
U008537,1,379.23,2024-01-30,casual,2024-01-01
U008580,4,286.095,2024-01-25,regular,2024-01-01
U008604,1,266.65,2024-01-17,casual,2024-01-01
U008618,2,244.555,2024-01-15,casual,2024-01-01
U008688,1,716.75,2024-01-11,casual,2024-01-01
U008768,2,528.295,2024-01-30,casual,2024-01-01
U008781,1,749.25,2024-01-29,casual,2024-01-01
U008831,1,362.12,2024-01-23,casual,2024-01-01
U008899,4,843.0975,2024-01-19,regular,2024-01-01
U008974,1,1160.06,2024-01-25,casual,2024-01-01
U009180,1,841.35,2024-01-23,casual,2024-01-01
U009256,1,1007.46,2024-01-27,casual,2024-01-01
U009300,2,877.24,2024-01-17,casual,2024-01-01
U009301,1,529.35,2024-01-27,casual,2024-01-01
U009351,1,122.36,2024-01-09,casual,2024-01-01
U009364,1,344.22,2024-01-11,casual,2024-01-01
U009381,1,736.83,2024-01-27,casual,2024-01-01
U009442,1,590.45,2024-01-14,casual,2024-01-01
U009492,2,1036.2,2024-01-27,casual,2024-01-01
U009516,1,1095.53,2024-01-21,casual,2024-01-01
U009528,1,142.1,2024-01-15,casual,2024-01-01
U009539,1,513.03,2024-01-30,casual,2024-01-01
U009540,1,232.62,2024-01-18,casual,2024-01-01
U009580,1,724.72,2024-01-15,casual,2024-01-01
U009612,1,883.16,2024-01-30,casual,2024-01-01
U009629,2,782.5999999999999,2024-01-29,casual,2024-01-01
U009663,2,590.36,2024-01-30,casual,2024-01-01
U009749,2,681.3399999999999,2024-01-22,casual,2024-01-01
U009835,1,594.61,2024-01-23,casual,2024-01-01
U009885,1,250.26,2024-01-23,casual,2024-01-01
U009908,2,615.44,2024-01-27,casual,2024-01-01
U009910,1,148.59,2024-01-26,casual,2024-01-01
U009917,1,803.49,2024-01-16,casual,2024-01-01
U010031,1,231.21,2024-01-24,casual,2024-01-01
U010195,1,724.9,2024-01-10,casual,2024-01-01
U010202,1,718.93,2024-01-26,casual,2024-01-01
U010209,1,523.09,2024-01-26,casual,2024-01-01
U010220,3,733.9699999999999,2024-01-27,casual,2024-01-01
U010250,2,294.22,2024-01-23,casual,2024-01-01
U010288,3,584.3066666666667,2024-01-24,casual,2024-01-01
U010418,2,621.455,2024-01-28,casual,2024-01-01
U010421,1,724.9,2024-01-28,casual,2024-01-01
U010474,1,1059.94,2024-01-24,casual,2024-01-01
U010487,1,330.09,2024-01-29,casual,2024-01-01
U010501,1,285.85,2024-01-30,casual,2024-01-01
U010511,1,536.81,2024-01-30,casual,2024-01-01
U010518,1,395.56,2024-01-26,casual,2024-01-01
U010528,2,550.96,2024-01-30,casual,2024-01-01
U010530,1,984.72,2024-01-19,casual,2024-01-01
U010534,2,748.43,2024-01-30,casual,2024-01-01
U010670,4,517.95,2024-01-23,regular,2024-01-01
U010683,1,154.36,2024-01-17,casual,2024-01-01
U010729,1,381.05,2024-01-16,casual,2024-01-01
U010822,1,463.4,2024-01-27,casual,2024-01-01
U010884,1,116.16,2024-01-12,casual,2024-01-01
U011022,1,955.78,2024-01-20,casual,2024-01-01
U011051,1,1230.92,2024-01-28,casual,2024-01-01
U011062,2,579.65,2024-01-19,casual,2024-01-01
U011122,1,492.96,2024-01-25,casual,2024-01-01
U011133,1,1121.71,2024-01-27,casual,2024-01-01
U011180,1,300.78,2024-01-30,casual,2024-01-01
U011187,1,461.8,2024-01-30,casual,2024-01-01
U011221,2,574.91,2024-01-28,casual,2024-01-01
U011276,1,498.09,2024-01-20,casual,2024-01-01
U011281,2,1045.94,2024-01-20,casual,2024-01-01
U011352,3,812.71,2024-01-30,casual,2024-01-01
U011353,2,367.28000000000003,2024-01-18,casual,2024-01-01
U011391,3,569.67,2024-01-19,casual,2024-01-01
U011414,1,578.37,2024-01-29,casual,2024-01-01
U011451,1,1102.83,2024-01-25,casual,2024-01-01
U011609,1,890.41,2024-01-29,casual,2024-01-01
U011769,1,1065.48,2024-01-29,casual,2024-01-01
U011776,1,1041.25,2024-01-17,casual,2024-01-01
U011792,2,340.07,2024-01-16,casual,2024-01-01
U011856,1,298.07,2024-01-20,casual,2024-01-01
U011884,2,792.1500000000001,2024-01-28,casual,2024-01-01
U011893,1,1097.66,2024-01-05,casual,2024-01-01
U012002,3,577.2566666666667,2024-01-30,casual,2024-01-01
U012116,3,749.0500000000001,2024-01-22,casual,2024-01-01
U012160,2,1165.88,2024-01-24,casual,2024-01-01
U012198,2,467.815,2024-01-30,casual,2024-01-01
U012206,1,193.53,2024-01-23,casual,2024-01-01
U012227,2,819.655,2024-01-24,casual,2024-01-01
U012264,2,1151.63,2024-01-30,casual,2024-01-01
U012283,1,253.64,2024-01-19,casual,2024-01-01
U012366,1,499.99,2024-01-30,casual,2024-01-01
U012423,1,345.74,2024-01-06,casual,2024-01-01
U012429,1,773.87,2024-01-27,casual,2024-01-01
U012445,1,616.05,2024-01-19,casual,2024-01-01
U012455,1,1031.77,2024-01-19,casual,2024-01-01
U012477,1,689.84,2024-01-15,casual,2024-01-01
U012479,1,356.84,2024-01-23,casual,2024-01-01
U012552,2,701.385,2024-01-24,casual,2024-01-01
U012562,1,629.06,2024-01-04,casual,2024-01-01
U012596,2,878.7,2024-01-16,casual,2024-01-01
U012648,1,1085.4,2024-01-28,casual,2024-01-01
U012658,1,229.64,2024-01-30,casual,2024-01-01
U012701,1,111.28,2024-01-24,casual,2024-01-01
U012712,1,910.4,2024-01-27,casual,2024-01-01
U012735,1,974.86,2024-01-29,casual,2024-01-01
U012744,1,219.13,2024-01-22,casual,2024-01-01
U012751,4,609.5825,2024-01-16,regular,2024-01-01
U012828,2,565.585,2024-01-13,casual,2024-01-01
U012849,1,696.05,2024-01-20,casual,2024-01-01
U012977,1,1162.48,2024-01-30,casual,2024-01-01
U012983,1,493.7,2024-01-28,casual,2024-01-01
U013002,1,1044.69,2024-01-24,casual,2024-01-01
U013030,1,958.95,2024-01-17,casual,2024-01-01
U013085,1,795.15,2024-01-25,casual,2024-01-01
U013237,1,1213.64,2024-01-15,casual,2024-01-01
U013268,1,326.12,2024-01-03,casual,2024-01-01
U013272,1,622.31,2024-01-19,casual,2024-01-01
U013338,2,652.44,2024-01-14,casual,2024-01-01
U013352,1,930.22,2024-01-05,casual,2024-01-01
U013484,1,721.47,2024-01-13,casual,2024-01-01
U013545,1,815.75,2024-01-18,casual,2024-01-01
U013559,1,1208.57,2024-01-23,casual,2024-01-01
U013561,1,478.49,2024-01-28,casual,2024-01-01
U013659,2,785.555,2024-01-28,casual,2024-01-01
U013767,1,128.39,2024-01-29,casual,2024-01-01
U013868,1,1088.85,2024-01-23,casual,2024-01-01
U013884,1,563.7,2024-01-24,casual,2024-01-01
U013991,1,85.53,2024-01-15,casual,2024-01-01
U014002,1,274.55,2024-01-28,casual,2024-01-01
U014034,2,385.19,2024-01-13,casual,2024-01-01
U014040,1,648.57,2024-01-19,casual,2024-01-01
U014041,2,596.69,2024-01-28,casual,2024-01-01
U014046,1,1116.52,2024-01-28,casual,2024-01-01
U014073,1,1064.08,2024-01-16,casual,2024-01-01
U014108,2,945.48,2024-01-22,casual,2024-01-01
U014148,1,1171.3,2024-01-18,casual,2024-01-01
U014172,2,824.51,2024-01-21,casual,2024-01-01
U014195,2,710.6800000000001,2024-01-28,casual,2024-01-01
U014233,1,503.71,2024-01-16,casual,2024-01-01
U014238,2,621.7850000000001,2024-01-29,casual,2024-01-01
U014294,1,665.11,2024-01-20,casual,2024-01-01
U014309,3,479.1266666666667,2024-01-27,casual,2024-01-01
U014318,1,1104.42,2024-01-29,casual,2024-01-01
U014322,1,367.92,2024-01-13,casual,2024-01-01
U014346,2,468.87,2024-01-27,casual,2024-01-01
U014391,1,783.42,2024-01-23,casual,2024-01-01
U014411,1,93.96,2024-01-20,casual,2024-01-01
U014440,2,384.435,2024-01-25,casual,2024-01-01
U014487,1,490.27,2024-01-09,casual,2024-01-01
U014530,1,758.36,2024-01-14,casual,2024-01-01
U014551,1,190.84,2024-01-28,casual,2024-01-01
U014560,3,861.5033333333334,2024-01-28,casual,2024-01-01
U014602,1,1048.13,2024-01-23,casual,2024-01-01
U014697,1,96.65,2024-01-30,casual,2024-01-01
U014736,1,754.52,2024-01-22,casual,2024-01-01
U014745,1,700.61,2024-01-10,casual,2024-01-01
U014770,3,761.5366666666665,2024-01-23,casual,2024-01-01
U014806,1,847.26,2024-01-29,casual,2024-01-01
U014819,1,465.7,2024-01-17,casual,2024-01-01
U014899,3,1015.3166666666666,2024-01-20,casual,2024-01-01
U014909,1,758.96,2024-01-28,casual,2024-01-01
U015067,1,324.21,2024-01-14,casual,2024-01-01
U015074,3,762.5766666666665,2024-01-30,casual,2024-01-01
U015097,1,587.85,2024-01-11,casual,2024-01-01
U015204,1,737.0,2024-01-21,casual,2024-01-01
U015269,3,764.7800000000001,2024-01-25,casual,2024-01-01
U015388,1,324.03,2024-01-11,casual,2024-01-01
U015430,1,1021.48,2024-01-26,casual,2024-01-01
U015458,3,750.9533333333334,2024-01-23,casual,2024-01-01
U015499,2,739.615,2024-01-12,casual,2024-01-01
U015521,2,550.99,2024-01-22,casual,2024-01-01
U015616,1,1215.06,2024-01-12,casual,2024-01-01
U015683,1,161.55,2024-01-27,casual,2024-01-01
U015701,1,457.03,2024-01-18,casual,2024-01-01
U015705,1,179.18,2024-01-30,casual,2024-01-01
U015749,1,812.2,2024-01-30,casual,2024-01-01
U015779,2,291.73,2024-01-30,casual,2024-01-01
U015802,1,832.45,2024-01-24,casual,2024-01-01
U015834,1,805.36,2024-01-16,casual,2024-01-01
U015872,2,766.12,2024-01-29,casual,2024-01-01
U015900,1,750.34,2024-01-25,casual,2024-01-01
U016071,1,336.86,2024-01-11,casual,2024-01-01
U016198,3,538.8933333333333,2024-01-24,casual,2024-01-01
U016215,1,802.9,2024-01-26,casual,2024-01-01
U016313,2,831.1700000000001,2024-01-28,casual,2024-01-01
U016416,1,348.98,2024-01-20,casual,2024-01-01
U016420,1,449.29,2024-01-25,casual,2024-01-01
U016616,1,1029.29,2024-01-23,casual,2024-01-01
U016694,1,780.92,2024-01-23,casual,2024-01-01
U016728,1,1051.17,2024-01-30,casual,2024-01-01
U016745,1,716.15,2024-01-24,casual,2024-01-01
U016792,2,813.625,2024-01-19,casual,2024-01-01
U016810,2,174.89999999999998,2024-01-22,casual,2024-01-01
U016818,3,407.8066666666667,2024-01-20,casual,2024-01-01
U016823,1,880.09,2024-01-20,casual,2024-01-01
U016994,1,366.8,2024-01-20,casual,2024-01-01
U017160,2,259.37,2024-01-19,casual,2024-01-01
U017241,1,1227.55,2024-01-27,casual,2024-01-01
U017364,1,317.7,2024-01-25,casual,2024-01-01
U017452,2,481.90999999999997,2024-01-30,casual,2024-01-01
U017459,2,340.83000000000004,2024-01-12,casual,2024-01-01
U017464,2,1038.97,2024-01-25,casual,2024-01-01
U017468,2,393.045,2024-01-25,casual,2024-01-01
U017611,1,391.16,2024-01-29,casual,2024-01-01
U017639,1,527.71,2024-01-16,casual,2024-01-01
U017671,1,248.41,2024-01-14,casual,2024-01-01
U017746,1,420.79,2024-01-23,casual,2024-01-01
U017760,1,865.83,2024-01-12,casual,2024-01-01
U017779,1,619.42,2024-01-21,casual,2024-01-01
U017784,2,476.795,2024-01-16,casual,2024-01-01
U017799,1,794.0,2024-01-11,casual,2024-01-01
U017904,1,1005.04,2024-01-20,casual,2024-01-01
U018112,1,953.5,2024-01-06,casual,2024-01-01
U018297,1,794.32,2024-01-18,casual,2024-01-01
U018366,1,437.47,2024-01-06,casual,2024-01-01
U018457,1,335.3,2024-01-21,casual,2024-01-01
U018534,1,302.57,2024-01-17,casual,2024-01-01
U018550,2,1086.74,2024-01-28,casual,2024-01-01
U018598,3,593.7066666666667,2024-01-22,casual,2024-01-01
U018630,1,231.68,2024-01-28,casual,2024-01-01
U018632,1,764.62,2024-01-20,casual,2024-01-01
U018703,1,1028.7,2024-01-21,casual,2024-01-01
U018715,5,750.47,2024-01-28,regular,2024-01-01
U018742,1,482.16,2024-01-22,casual,2024-01-01
U018816,2,953.7149999999999,2024-01-25,casual,2024-01-01
U018820,1,106.87,2024-01-20,casual,2024-01-01
U018869,1,488.91,2024-01-26,casual,2024-01-01
U018875,1,930.36,2024-01-24,casual,2024-01-01
U018992,2,856.425,2024-01-18,casual,2024-01-01
U019015,2,835.405,2024-01-14,casual,2024-01-01
U019070,1,506.46,2024-01-22,casual,2024-01-01
U019078,1,635.32,2024-01-17,casual,2024-01-01
U019118,2,365.355,2024-01-24,casual,2024-01-01
U019160,1,452.53,2024-01-23,casual,2024-01-01
U019382,1,1042.7,2024-01-23,casual,2024-01-01
U019438,2,449.15999999999997,2024-01-25,casual,2024-01-01
U019444,1,591.03,2024-01-16,casual,2024-01-01
U019475,1,381.89,2024-01-25,casual,2024-01-01
U019533,1,532.66,2024-01-17,casual,2024-01-01
U019560,1,100.54,2024-01-21,casual,2024-01-01
U019563,1,615.88,2024-01-16,casual,2024-01-01
U019594,1,932.87,2024-01-30,casual,2024-01-01
U019635,1,1144.85,2024-01-30,casual,2024-01-01
U019691,1,1145.92,2024-01-18,casual,2024-01-01
U019714,1,121.18,2024-01-24,casual,2024-01-01
U019716,1,693.5,2024-01-11,casual,2024-01-01
U019808,1,394.26,2024-01-19,casual,2024-01-01
U019839,1,585.46,2024-01-28,casual,2024-01-01
U019853,3,833.5466666666666,2024-01-23,casual,2024-01-01
U019872,5,758.886,2024-01-28,regular,2024-01-01
U019877,1,618.83,2024-01-24,casual,2024-01-01
U019892,1,731.78,2024-01-17,casual,2024-01-01
U019971,1,522.73,2024-01-22,casual,2024-01-01
U020010,3,475.2833333333333,2024-01-15,casual,2024-01-01
U020051,2,141.565,2024-01-23,casual,2024-01-01
U020072,1,197.08,2024-01-11,casual,2024-01-01
U020088,1,852.22,2024-01-30,casual,2024-01-01
U020094,1,921.54,2024-01-14,casual,2024-01-01
U020119,3,507.84666666666664,2024-01-30,casual,2024-01-01
U020142,1,242.23,2024-01-21,casual,2024-01-01
U020172,1,283.42,2024-01-11,casual,2024-01-01
U020191,3,388.21,2024-01-30,casual,2024-01-01
U020213,2,880.765,2024-01-28,casual,2024-01-01
U020296,1,733.57,2024-01-29,casual,2024-01-01
U020474,1,590.65,2024-01-30,casual,2024-01-01
U020503,2,538.115,2024-01-21,casual,2024-01-01
U020526,1,794.56,2024-01-30,casual,2024-01-01
U020542,4,684.1175000000001,2024-01-27,regular,2024-01-01
U020544,1,342.39,2024-01-15,casual,2024-01-01
U020647,1,926.41,2024-01-30,casual,2024-01-01
U020674,1,929.7,2024-01-17,casual,2024-01-01
U020688,1,767.82,2024-01-16,casual,2024-01-01
U020702,2,457.33,2024-01-26,casual,2024-01-01
U020813,1,1224.86,2024-01-27,casual,2024-01-01
U020822,1,1131.43,2024-01-30,casual,2024-01-01
U020838,1,543.32,2024-01-29,casual,2024-01-01
U020876,1,366.06,2024-01-24,casual,2024-01-01
U020880,1,1080.78,2024-01-16,casual,2024-01-01
U020954,1,568.87,2024-01-26,casual,2024-01-01
U021015,1,508.89,2024-01-14,casual,2024-01-01
U021040,2,697.49,2024-01-23,casual,2024-01-01
U021109,1,121.6,2024-01-21,casual,2024-01-01
U021122,1,591.22,2024-01-10,casual,2024-01-01
U021127,1,911.68,2024-01-12,casual,2024-01-01
U021160,2,765.62,2024-01-29,casual,2024-01-01
U021161,3,848.6733333333333,2024-01-28,casual,2024-01-01
U021164,1,1044.44,2024-01-26,casual,2024-01-01
U021179,1,736.18,2024-01-24,casual,2024-01-01
U021228,1,1008.34,2024-01-18,casual,2024-01-01
U021339,1,571.89,2024-01-26,casual,2024-01-01
U021442,1,426.68,2024-01-14,casual,2024-01-01
U021521,5,859.6479999999999,2024-01-23,regular,2024-01-01
U021592,2,948.8,2024-01-23,casual,2024-01-01
U021793,3,447.66,2024-01-26,casual,2024-01-01
U021977,1,713.68,2024-01-30,casual,2024-01-01
U022122,3,572.8733333333333,2024-01-29,casual,2024-01-01
U022126,1,1017.9,2024-01-13,casual,2024-01-01
U022177,1,351.74,2024-01-17,casual,2024-01-01
U022183,1,488.98,2024-01-22,casual,2024-01-01
U022202,1,689.71,2024-01-08,casual,2024-01-01
U022228,1,544.88,2024-01-17,casual,2024-01-01
U022232,1,851.22,2024-01-27,casual,2024-01-01
U022250,2,640.275,2024-01-19,casual,2024-01-01
U022402,1,289.78,2024-01-24,casual,2024-01-01
U022425,3,354.93666666666667,2024-01-27,casual,2024-01-01
U022466,1,219.57,2024-01-30,casual,2024-01-01
U022469,1,692.44,2024-01-13,casual,2024-01-01
U022492,1,314.84,2024-01-16,casual,2024-01-01
U022569,1,652.67,2024-01-25,casual,2024-01-01
U022580,1,418.16,2024-01-29,casual,2024-01-01
U022711,1,438.84,2024-01-14,casual,2024-01-01
U022728,2,468.21,2024-01-21,casual,2024-01-01
U022767,4,697.7175,2024-01-24,regular,2024-01-01
U022768,1,678.89,2024-01-23,casual,2024-01-01
U022786,1,948.53,2024-01-28,casual,2024-01-01
U022794,1,1153.04,2024-01-25,casual,2024-01-01
U022835,1,873.22,2024-01-29,casual,2024-01-01
U022840,1,587.4,2024-01-27,casual,2024-01-01
U022863,1,161.28,2024-01-16,casual,2024-01-01
U022941,2,818.2249999999999,2024-01-15,casual,2024-01-01
U022959,1,413.11,2024-01-25,casual,2024-01-01
U023023,1,155.34,2024-01-23,casual,2024-01-01
U023141,1,1189.96,2024-01-28,casual,2024-01-01
U023145,1,686.89,2024-01-27,casual,2024-01-01
U023247,1,794.48,2024-01-30,casual,2024-01-01
U023258,2,774.985,2024-01-27,casual,2024-01-01
U023259,1,489.34,2024-01-09,casual,2024-01-01
U023355,2,619.085,2024-01-25,casual,2024-01-01
U023362,2,317.715,2024-01-30,casual,2024-01-01
U023371,4,815.3774999999999,2024-01-20,regular,2024-01-01
